"TypeCode","FreqCode","RefPeriodId","RefYear","RefMonth","Period","ReporterCode","ReporterISO","ReporterDesc","FlowCode","FlowDesc","PartnerCode","PartnerISO","PartnerDesc","Partner2Code","Partner2ISO","Partner2Desc","ClassificationCode","ClassificationSearchCode","IsOriginalClassification","CmdCode","CmdDesc","AggrLevel","IsLeaf","CustomsCode","CustomsDesc","MosCode","MotCode","MotDesc","QtyUnitCode","QtyUnitAbbr","Qty","IsQtyEstimated","AltQtyUnitCode","AltQtyUnitAbbr","AltQty","IsAltQtyEstimated","NetWgt","IsNetWgtEstimated","GrossWgt","IsGrossWgtEstimated","Cifvalue","Fobvalue","PrimaryValue","LegacyEstimationFlag","IsReported","IsAggregate",
"C","A","20150101","2015","52","2015","704","VNM","Viet Nam","X","Export","40","AUT","Austria","0","W00","World","H4","HS","true","030324","Fish; frozen, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), excluding fillets, livers, roes, and other fish meat of heading 0304","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1087","true","-1","N/A",,"false","1087","true",,"false",,"2208","2208","6","true","false",
"C","A","20150101","2015","52","2015","704","VNM","Viet Nam","X","Export","40","AUT","Austria","0","W00","World","H4","HS","true","030462","Fish fillets; frozen, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","41341","true","-1","N/A",,"false","41341","true",,"false",,"130659","130659","6","true","false",
"C","A","20150101","2015","52","2015","704","VNM","Viet Nam","X","Export","40","AUT","Austria","0","W00","World","H4","HS","true","030487","Fish fillets; frozen, tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","9815","true","-1","N/A",,"false","9815","true",,"false",,"100312","100312","6","true","false",
"C","A","20150101","2015","52","2015","704","VNM","Viet Nam","X","Export","40","AUT","Austria","0","W00","World","H4","HS","true","030617","Crustaceans; frozen, shrimps and prawns, excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","90802","true","-1","N/A",,"false","90802","true",,"false",,"851534","851534","6","true","false",
"C","A","20150101","2015","52","2015","704","VNM","Viet Nam","X","Export","40","AUT","Austria","0","W00","World","H4","HS","true","030749","Molluscs; cuttle fish and squid, whether in shell or not, frozen, dried, salted, in brine, or smoked, cooked or not before or during the smoking process","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1232","true","-1","N/A",,"false","1232","true",,"false",,"4330","4330","6","true","false",
"C","A","20130101","2013","52","2013","704","VNM","Viet Nam","X","Export","40","AUT","Austria","0","W00","World","H4","HS","true","030759","Molluscs; octopus (Octopus spp.), frozen, dried, salted, in brine, or smoked, cooked or not before or during the smoking process","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2982","true","-1","N/A",,"false","2982","true",,"false",,"18500","18500","6","true","false",
"C","A","20130101","2013","52","2013","704","VNM","Viet Nam","X","Export","40","AUT","Austria","0","W00","World","H4","HS","true","030791","Molluscs; n.e.c. in heading 0307, whether in shell or not, live, fresh or chilled, includes flours, meals, and pellets of molluscs, fit for human consumption","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","51","true","-1","N/A",,"false","51","true",,"false",,"228","228","6","true","false",
"C","A","20140101","2014","52","2014","704","VNM","Viet Nam","X","Export","40","AUT","Austria","0","W00","World","H4","HS","true","160414","Fish preparations; tunas, skipjack and Atlantic bonito (sarda spp.), prepared or preserved, whole or in pieces (but not minced)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","59556","true","-1","N/A",,"false","59556","true",,"false",,"321819","321819","6","true","false",
"C","A","20150101","2015","52","2015","704","VNM","Viet Nam","X","Export","40","AUT","Austria","0","W00","World","H4","HS","true","160521","Crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","31056","true","-1","N/A",,"false","31056","true",,"false",,"358450","358450","6","true","false",
"C","A","20150101","2015","52","2015","704","VNM","Viet Nam","X","Export","40","AUT","Austria","0","W00","World","H4","HS","true","160529","Crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","62736","true","-1","N/A",,"false","62736","true",,"false",,"764682","764682","6","true","false",
