"TypeCode","FreqCode","RefPeriodId","RefYear","RefMonth","Period","ReporterCode","ReporterISO","ReporterDesc","FlowCode","FlowDesc","PartnerCode","PartnerISO","PartnerDesc","Partner2Code","Partner2ISO","Partner2Desc","ClassificationCode","ClassificationSearchCode","IsOriginalClassification","CmdCode","CmdDesc","AggrLevel","IsLeaf","CustomsCode","CustomsDesc","MosCode","MotCode","MotDesc","QtyUnitCode","QtyUnitAbbr","Qty","IsQtyEstimated","AltQtyUnitCode","AltQtyUnitAbbr","AltQty","IsAltQtyEstimated","NetWgt","IsNetWgtEstimated","GrossWgt","IsGrossWgtEstimated","Cifvalue","Fobvalue","PrimaryValue","LegacyEstimationFlag","IsReported","IsAggregate",
"C","A","20160101","2016","52","2016","704","VNM","Viet Nam","X","Export","40","AUT","Austria","0","W00","World","H4","HS","true","160559","Mollusc preparations; n.e.c. in item no. 1605.5, prepared or preserved","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","782.523","true","-1","N/A","0","false","782.523","true",,"false",,"5400","5400","0","true","false",
"C","A","20130101","2013","52","2013","704","VNM","Viet Nam","X","Export","40","AUT","Austria","0","W00","World","H4","HS","true","030324","Fish; frozen, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), excluding fillets, livers, roes, and other fish meat of heading 0304","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","246","true","-1","N/A",,"false","246","true",,"false",,"468","468","6","true","false",
"C","A","20140101","2014","52","2014","704","VNM","Viet Nam","X","Export","40","AUT","Austria","0","W00","World","H4","HS","true","030462","Fish fillets; frozen, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","106227","true","-1","N/A",,"false","106227","true",,"false",,"331453","331453","6","true","false",
"C","A","20130101","2013","52","2013","704","VNM","Viet Nam","X","Export","40","AUT","Austria","0","W00","World","H4","HS","true","030462","Fish fillets; frozen, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","281487","true","-1","N/A",,"false","281487","true",,"false",,"856208","856208","6","true","false",
"C","A","20170101","2017","52","2017","704","VNM","Viet Nam","X","Export","40","AUT","Austria","0","W00","World","H4","HS","true","030462","Fish fillets; frozen, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","42693.836","true","-1","N/A","0","false","42693.836","true",,"false",,"122929.9","122929.9","0","true","false",
"C","A","20160101","2016","52","2016","704","VNM","Viet Nam","X","Export","40","AUT","Austria","0","W00","World","H4","HS","true","030462","Fish fillets; frozen, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","14181.55","true","-1","N/A","0","false","14181.55","true",,"false",,"39735","39735","0","true","false",
"C","A","20140101","2014","52","2014","704","VNM","Viet Nam","X","Export","40","AUT","Austria","0","W00","World","H4","HS","true","030617","Crustaceans; frozen, shrimps and prawns, excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","52367","true","-1","N/A",,"false","52367","true",,"false",,"457250","457250","6","true","false",
"C","A","20130101","2013","52","2013","704","VNM","Viet Nam","X","Export","40","AUT","Austria","0","W00","World","H4","HS","true","030617","Crustaceans; frozen, shrimps and prawns, excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","50367","true","-1","N/A",,"false","50367","true",,"false",,"397145","397145","6","true","false",
"C","A","20170101","2017","52","2017","704","VNM","Viet Nam","X","Export","40","AUT","Austria","0","W00","World","H4","HS","true","030617","Crustaceans; frozen, shrimps and prawns, excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","64160.297","true","-1","N/A","0","false","64160.297","true",,"false",,"575975.1","575975.1","0","true","false",
"C","A","20160101","2016","52","2016","704","VNM","Viet Nam","X","Export","40","AUT","Austria","0","W00","World","H4","HS","true","030617","Crustaceans; frozen, shrimps and prawns, excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","67958.356","true","-1","N/A","0","false","67958.356","true",,"false",,"554422.7","554422.7","0","true","false",
"C","A","20140101","2014","52","2014","704","VNM","Viet Nam","X","Export","40","AUT","Austria","0","W00","World","H4","HS","true","030749","Molluscs; cuttle fish and squid, whether in shell or not, frozen, dried, salted, in brine, or smoked, cooked or not before or during the smoking process","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1671","true","-1","N/A",,"false","1671","true",,"false",,"5903","5903","6","true","false",
"C","A","20130101","2013","52","2013","704","VNM","Viet Nam","X","Export","40","AUT","Austria","0","W00","World","H4","HS","true","160414","Fish preparations; tunas, skipjack and Atlantic bonito (sarda spp.), prepared or preserved, whole or in pieces (but not minced)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","324672","true","-1","N/A",,"false","324672","true",,"false",,"1648088","1648088","6","true","false",
"C","A","20140101","2014","52","2014","704","VNM","Viet Nam","X","Export","40","AUT","Austria","0","W00","World","H4","HS","true","160521","Crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","69963","true","-1","N/A",,"false","69963","true",,"false",,"708358","708358","6","true","false",
"C","A","20130101","2013","52","2013","704","VNM","Viet Nam","X","Export","40","AUT","Austria","0","W00","World","H4","HS","true","160521","Crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","13917","true","-1","N/A",,"false","13917","true",,"false",,"129250","129250","6","true","false",
"C","A","20170101","2017","52","2017","704","VNM","Viet Nam","X","Export","40","AUT","Austria","0","W00","World","H4","HS","true","160521","Crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","36808.624","true","-1","N/A","0","false","36808.624","true",,"false",,"408420.8","408420.8","0","true","false",
"C","A","20160101","2016","52","2016","704","VNM","Viet Nam","X","Export","40","AUT","Austria","0","W00","World","H4","HS","true","160521","Crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","28928.783","true","-1","N/A","0","false","28928.783","true",,"false",,"297615.5","297615.5","0","true","false",
"C","A","20140101","2014","52","2014","704","VNM","Viet Nam","X","Export","40","AUT","Austria","0","W00","World","H4","HS","true","160529","Crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","109859","true","-1","N/A",,"false","109859","true",,"false",,"1240785","1240785","6","true","false",
"C","A","20130101","2013","52","2013","704","VNM","Viet Nam","X","Export","40","AUT","Austria","0","W00","World","H4","HS","true","160529","Crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","41918","true","-1","N/A",,"false","41918","true",,"false",,"413047","413047","6","true","false",
"C","A","20170101","2017","52","2017","704","VNM","Viet Nam","X","Export","40","AUT","Austria","0","W00","World","H4","HS","true","160529","Crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","175830.477","true","-1","N/A","0","false","175830.477","true",,"false",,"2037135","2037135","0","true","false",
"C","A","20160101","2016","52","2016","704","VNM","Viet Nam","X","Export","40","AUT","Austria","0","W00","World","H4","HS","true","160529","Crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","86012.54","true","-1","N/A","0","false","86012.54","true",,"false",,"1055613.2","1055613.2","0","true","false",
"C","A","20130101","2013","52","2013","704","VNM","Viet Nam","X","Export","40","AUT","Austria","0","W00","World","H4","HS","true","160559","Mollusc preparations; n.e.c. in item no. 1605.5, prepared or preserved","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2522","true","-1","N/A",,"false","2522","true",,"false",,"19600","19600","6","true","false",
